"","Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag.Text","AvgSpeed","PmlHGV","Class2Volume"
"2176","16/02/18 02:00",1083,4,"SB_OS",2,"South",7,0,NA,18492,143,6
"2177","16/02/18 02:00",1083,5,"SB_MID",2,"South",33,0,NA,17500,61,31
"2178","16/02/18 02:00",1083,6,"SB_NS",2,"South",47,0,NA,16306,21,46
"2179","16/02/18 03:00",1083,1,"NB_NS",1,"North",25,0,NA,17033,40,24
"2180","16/02/18 03:00",1083,2,"NB_MID",1,"North",53,0,NA,17453,75,48
"2181","16/02/18 03:00",1083,3,"NB_OS",1,"North",6,0,NA,16713,0,6
"2182","16/02/18 03:00",1083,4,"SB_OS",2,"South",14,0,NA,16567,143,10
"2183","16/02/18 03:00",1083,5,"SB_MID",2,"South",57,0,NA,17797,70,50
"2184","16/02/18 03:00",1083,6,"SB_NS",2,"South",54,0,NA,17181,37,51
"2185","16/02/18 04:00",1083,1,"NB_NS",1,"North",48,0,NA,17101,42,45
"2186","16/02/18 04:00",1083,2,"NB_MID",1,"North",54,0,NA,16770,19,53
"2187","16/02/18 04:00",1083,3,"NB_OS",1,"North",19,0,NA,16623,0,19
"2188","16/02/18 04:00",1083,4,"SB_OS",2,"South",9,0,NA,17840,0,9
"2189","16/02/18 04:00",1083,5,"SB_MID",2,"South",51,0,NA,18094,0,51
"2190","16/02/18 04:00",1083,6,"SB_NS",2,"South",57,0,NA,17100,70,53
"2191","16/02/18 05:00",1083,1,"NB_NS",1,"North",148,0,NA,16642,27,140
"2192","16/02/18 05:00",1083,2,"NB_MID",1,"North",121,0,NA,16931,50,114
"2193","16/02/18 05:00",1083,3,"NB_OS",1,"North",60,0,NA,18472,33,58
"2194","16/02/18 05:00",1083,4,"SB_OS",2,"South",51,0,NA,17462,59,45
"2195","16/02/18 05:00",1083,5,"SB_MID",2,"South",102,0,NA,17835,49,93
"2196","16/02/18 05:00",1083,6,"SB_NS",2,"South",137,0,NA,16667,66,126
"2197","16/02/18 06:00",1083,1,"NB_NS",1,"North",328,0,NA,15072,49,302
"2198","16/02/18 06:00",1083,2,"NB_MID",1,"North",430,0,NA,15678,74,391
"2199","16/02/18 06:00",1083,3,"NB_OS",1,"North",390,0,NA,16561,31,378
"2200","16/02/18 06:00",1083,4,"SB_OS",2,"South",189,0,NA,17031,16,176
"2201","16/02/18 06:00",1083,5,"SB_MID",2,"South",258,0,NA,17439,35,244
"2202","16/02/18 06:00",1083,6,"SB_NS",2,"South",355,0,NA,16661,76,323
"2203","16/02/18 07:00",1083,1,"NB_NS",1,"North",795,0,NA,12704,40,745
"2204","16/02/18 07:00",1083,2,"NB_MID",1,"North",985,0,NA,12255,29,952
"2205","16/02/18 07:00",1083,3,"NB_OS",1,"North",1116,0,NA,12364,12,1101
"2206","16/02/18 07:00",1083,4,"SB_OS",2,"South",479,0,NA,16091,8,464
"2207","16/02/18 07:00",1083,5,"SB_MID",2,"South",476,0,NA,15800,36,434
"2208","16/02/18 07:00",1083,6,"SB_NS",2,"South",805,0,NA,15305,37,758
"2209","16/02/18 08:00",1083,1,"NB_NS",1,"North",786,0,NA,12867,33,741
"2210","16/02/18 08:00",1083,2,"NB_MID",1,"North",912,0,NA,12963,42,862
"2211","16/02/18 08:00",1083,3,"NB_OS",1,"North",962,0,NA,13166,22,939
"2212","16/02/18 08:00",1083,4,"SB_OS",2,"South",541,0,NA,16123,20,519
"2213","16/02/18 08:00",1083,5,"SB_MID",2,"South",578,0,NA,15308,24,549
"2214","16/02/18 08:00",1083,6,"SB_NS",2,"South",845,0,NA,14913,53,785
"2215","16/02/18 09:00",1083,1,"NB_NS",1,"North",595,0,NA,13857,69,539
"2216","16/02/18 09:00",1083,2,"NB_MID",1,"North",777,0,NA,14511,55,726
"2217","16/02/18 09:00",1083,3,"NB_OS",1,"North",712,0,NA,15189,35,682
"2218","16/02/18 09:00",1083,4,"SB_OS",2,"South",470,0,NA,16495,30,450
"2219","16/02/18 09:00",1083,5,"SB_MID",2,"South",478,0,NA,16118,63,437
"2220","16/02/18 09:00",1083,6,"SB_NS",2,"South",644,0,NA,15204,79,575
"2221","16/02/18 10:00",1083,1,"NB_NS",1,"North",598,0,NA,13747,60,546
"2222","16/02/18 10:00",1083,2,"NB_MID",1,"North",641,0,NA,14601,58,595
"2223","16/02/18 10:00",1083,3,"NB_OS",1,"North",545,0,NA,15223,37,522
"2224","16/02/18 10:00",1083,4,"SB_OS",2,"South",418,0,NA,16171,17,403
"2225","16/02/18 10:00",1083,5,"SB_MID",2,"South",538,0,NA,15618,61,489
"2226","16/02/18 10:00",1083,6,"SB_NS",2,"South",638,0,NA,14748,78,561
"2227","16/02/18 11:00",1083,1,"NB_NS",1,"North",631,0,NA,14009,57,572
"2228","16/02/18 11:00",1083,2,"NB_MID",1,"North",644,0,NA,14887,65,598
"2229","16/02/18 11:00",1083,3,"NB_OS",1,"North",546,0,NA,15466,29,528
"2230","16/02/18 11:00",1083,4,"SB_OS",2,"South",489,0,NA,16190,29,457
"2231","16/02/18 11:00",1083,5,"SB_MID",2,"South",571,0,NA,15721,40,530
"2232","16/02/18 11:00",1083,6,"SB_NS",2,"South",715,0,NA,14904,77,646
"2233","16/02/18 12:00",1083,1,"NB_NS",1,"North",680,0,NA,13384,76,613
"2234","16/02/18 12:00",1083,2,"NB_MID",1,"North",651,0,NA,14585,54,607
"2235","16/02/18 12:00",1083,3,"NB_OS",1,"North",618,0,NA,15465,32,595
"2236","16/02/18 12:00",1083,4,"SB_OS",2,"South",556,0,NA,16342,25,520
"2237","16/02/18 12:00",1083,5,"SB_MID",2,"South",677,0,NA,15547,35,628
"2238","16/02/18 12:00",1083,6,"SB_NS",2,"South",793,0,NA,14676,45,744
"2239","16/02/18 13:00",1083,1,"NB_NS",1,"North",695,0,NA,13588,59,639
"2240","16/02/18 13:00",1083,2,"NB_MID",1,"North",658,0,NA,14967,46,623
"2241","16/02/18 13:00",1083,3,"NB_OS",1,"North",570,0,NA,15381,25,552
"2242","16/02/18 13:00",1083,4,"SB_OS",2,"South",562,0,NA,16154,28,529
"2243","16/02/18 13:00",1083,5,"SB_MID",2,"South",677,0,NA,15311,34,637
"2244","16/02/18 13:00",1083,6,"SB_NS",2,"South",872,0,NA,14419,62,801
"2245","16/02/18 14:00",1083,1,"NB_NS",1,"North",728,0,NA,13474,56,673
"2246","16/02/18 14:00",1083,2,"NB_MID",1,"North",609,0,NA,14798,43,575
"2247","16/02/18 14:00",1083,3,"NB_OS",1,"North",518,0,NA,15493,27,502
"2248","16/02/18 14:00",1083,4,"SB_OS",2,"South",665,0,NA,16168,23,630
"2249","16/02/18 14:00",1083,5,"SB_MID",2,"South",739,0,NA,15391,45,679
"2250","16/02/18 14:00",1083,6,"SB_NS",2,"South",996,0,NA,14531,41,935
"2251","16/02/18 15:00",1083,1,"NB_NS",1,"North",745,0,NA,13188,75,676
"2252","16/02/18 15:00",1083,2,"NB_MID",1,"North",641,0,NA,14303,45,601
"2253","16/02/18 15:00",1083,3,"NB_OS",1,"North",682,0,NA,14470,35,648
"2254","16/02/18 15:00",1083,4,"SB_OS",2,"South",669,0,NA,16139,16,642
"2255","16/02/18 15:00",1083,5,"SB_MID",2,"South",762,0,NA,15640,26,724
"2256","16/02/18 15:00",1083,6,"SB_NS",2,"South",1157,0,NA,14352,29,1103
"2257","16/02/18 16:00",1083,1,"NB_NS",1,"North",934,0,NA,12327,48,873
"2258","16/02/18 16:00",1083,2,"NB_MID",1,"North",697,0,NA,14060,36,663
"2259","16/02/18 16:00",1083,3,"NB_OS",1,"North",767,0,NA,14724,25,745
"2260","16/02/18 16:00",1083,4,"SB_OS",2,"South",744,0,NA,15580,9,720
"2261","16/02/18 16:00",1083,5,"SB_MID",2,"South",800,0,NA,14544,18,758
"2262","16/02/18 16:00",1083,6,"SB_NS",2,"South",1383,0,NA,13450,21,1341
"2263","16/02/18 17:00",1083,1,"NB_NS",1,"North",911,0,NA,11973,27,868
"2264","16/02/18 17:00",1083,2,"NB_MID",1,"North",774,0,NA,13616,13,754
"2265","16/02/18 17:00",1083,3,"NB_OS",1,"North",829,0,NA,14111,16,812
"2266","16/02/18 17:00",1083,4,"SB_OS",2,"South",726,0,NA,15005,6,707
"2267","16/02/18 17:00",1083,5,"SB_MID",2,"South",775,0,NA,14110,8,754
"2268","16/02/18 17:00",1083,6,"SB_NS",2,"South",1189,0,NA,13097,21,1145
"2269","16/02/18 18:00",1083,1,"NB_NS",1,"North",603,0,NA,13586,20,580
"2270","16/02/18 18:00",1083,2,"NB_MID",1,"North",625,0,NA,14409,13,614
"2271","16/02/18 18:00",1083,3,"NB_OS",1,"North",597,0,NA,15258,10,590
"2272","16/02/18 18:00",1083,4,"SB_OS",2,"South",553,0,NA,15718,5,538
"2273","16/02/18 18:00",1083,5,"SB_MID",2,"South",675,0,NA,15241,13,646
"2274","16/02/18 18:00",1083,6,"SB_NS",2,"South",843,0,NA,14237,11,816
"2275","16/02/18 19:00",1083,1,"NB_NS",1,"North",418,0,NA,14572,22,402
"2276","16/02/18 19:00",1083,2,"NB_MID",1,"North",448,0,NA,15003,11,436
"2277","16/02/18 19:00",1083,3,"NB_OS",1,"North",386,0,NA,15755,8,382
"2278","16/02/18 19:00",1083,4,"SB_OS",2,"South",417,0,NA,16669,5,395
"2279","16/02/18 19:00",1083,5,"SB_MID",2,"South",515,0,NA,16169,2,495
"2280","16/02/18 19:00",1083,6,"SB_NS",2,"South",581,0,NA,15465,21,555
"2281","16/02/18 20:00",1083,1,"NB_NS",1,"North",310,0,NA,15229,23,292
"2282","16/02/18 20:00",1083,2,"NB_MID",1,"North",392,0,NA,15873,10,385
"2283","16/02/18 20:00",1083,3,"NB_OS",1,"North",240,0,NA,16693,12,237
"2284","16/02/18 20:00",1083,4,"SB_OS",2,"South",231,0,NA,17453,0,223
"2285","16/02/18 20:00",1083,5,"SB_MID",2,"South",394,0,NA,16865,13,380
"2286","16/02/18 20:00",1083,6,"SB_NS",2,"South",400,0,NA,15857,12,388
"2287","16/02/18 21:00",1083,1,"NB_NS",1,"North",235,0,NA,15637,9,229
"2288","16/02/18 21:00",1083,2,"NB_MID",1,"North",278,0,NA,16049,32,266
"2289","16/02/18 21:00",1083,3,"NB_OS",1,"North",165,0,NA,16896,6,164
"2290","16/02/18 21:00",1083,4,"SB_OS",2,"South",156,0,NA,17333,0,146
"2291","16/02/18 21:00",1083,5,"SB_MID",2,"South",314,0,NA,16814,3,308
"2292","16/02/18 21:00",1083,6,"SB_NS",2,"South",328,0,NA,15445,12,316
"2293","16/02/18 22:00",1083,1,"NB_NS",1,"North",229,0,NA,15684,31,218
"2294","16/02/18 22:00",1083,2,"NB_MID",1,"North",260,0,NA,15773,12,255
"2295","16/02/18 22:00",1083,3,"NB_OS",1,"North",134,0,NA,17226,7,132
"2296","16/02/18 22:00",1083,4,"SB_OS",2,"South",159,0,NA,17227,13,151
"2297","16/02/18 22:00",1083,5,"SB_MID",2,"South",306,0,NA,16617,7,295
"2298","16/02/18 22:00",1083,6,"SB_NS",2,"South",366,0,NA,15993,25,350
"2299","16/02/18 23:00",1083,1,"NB_NS",1,"North",132,0,NA,15259,38,125
"2300","16/02/18 23:00",1083,2,"NB_MID",1,"North",192,0,NA,16548,21,186
"2301","16/02/18 23:00",1083,3,"NB_OS",1,"North",88,0,NA,16973,23,86
"2302","16/02/18 23:00",1083,4,"SB_OS",2,"South",98,0,NA,17752,0,97
"2303","16/02/18 23:00",1083,5,"SB_MID",2,"South",233,0,NA,17117,9,228
"2304","16/02/18 23:00",1083,6,"SB_NS",2,"South",259,0,NA,16745,35,242
"2305","17/02/18 00:00",1083,1,"NB_NS",1,"North",88,0,NA,15704,11,83
"2306","17/02/18 00:00",1083,2,"NB_MID",1,"North",135,0,NA,16171,30,130
"2307","17/02/18 00:00",1083,3,"NB_OS",1,"North",45,0,NA,17006,44,43
"2308","17/02/18 00:00",1083,4,"SB_OS",2,"South",60,0,NA,17648,0,57
"2309","17/02/18 00:00",1083,5,"SB_MID",2,"South",151,0,NA,17082,26,142
"2310","17/02/18 00:00",1083,6,"SB_NS",2,"South",164,0,NA,16580,30,158
"2311","17/02/18 01:00",1083,1,"NB_NS",1,"North",80,0,NA,15677,50,74
"2312","17/02/18 01:00",1083,2,"NB_MID",1,"North",103,0,NA,15952,19,98
"2313","17/02/18 01:00",1083,3,"NB_OS",1,"North",24,0,NA,17894,0,24
"2314","17/02/18 01:00",1083,4,"SB_OS",2,"South",31,0,NA,17724,0,28
"2315","17/02/18 01:00",1083,5,"SB_MID",2,"South",118,0,NA,17382,17,114
"2316","17/02/18 01:00",1083,6,"SB_NS",2,"South",107,0,NA,16407,19,102
"2317","17/02/18 02:00",1083,1,"NB_NS",1,"North",57,0,NA,16725,105,51
"2318","17/02/18 02:00",1083,2,"NB_MID",1,"North",117,0,NA,17187,60,106
"2319","17/02/18 02:00",1083,3,"NB_OS",1,"North",19,0,NA,18012,0,19
"2320","17/02/18 02:00",1083,4,"SB_OS",2,"South",23,0,NA,19819,0,21
"2321","17/02/18 02:00",1083,5,"SB_MID",2,"South",92,0,NA,17760,33,86
"2322","17/02/18 02:00",1083,6,"SB_NS",2,"South",92,0,NA,16316,43,85
"2323","17/02/18 03:00",1083,1,"NB_NS",1,"North",42,0,NA,17427,71,39
"2324","17/02/18 03:00",1083,2,"NB_MID",1,"North",86,0,NA,16576,58,81
"2325","17/02/18 03:00",1083,3,"NB_OS",1,"North",18,0,NA,17917,111,15
"2326","17/02/18 03:00",1083,4,"SB_OS",2,"South",26,0,NA,18248,38,24
"2327","17/02/18 03:00",1083,5,"SB_MID",2,"South",91,0,NA,17561,11,89
"2328","17/02/18 03:00",1083,6,"SB_NS",2,"South",68,0,NA,16728,44,62
"2329","17/02/18 04:00",1083,1,"NB_NS",1,"North",41,0,NA,15793,24,40
"2330","17/02/18 04:00",1083,2,"NB_MID",1,"North",71,0,NA,16444,14,70
"2331","17/02/18 04:00",1083,3,"NB_OS",1,"North",18,0,NA,17130,0,18
"2332","17/02/18 04:00",1083,4,"SB_OS",2,"South",16,0,NA,17448,0,16
"2333","17/02/18 04:00",1083,5,"SB_MID",2,"South",80,0,NA,17951,25,77
"2334","17/02/18 04:00",1083,6,"SB_NS",2,"South",69,0,NA,16932,87,63
"2335","17/02/18 05:00",1083,1,"NB_NS",1,"North",77,0,NA,15343,13,75
"2336","17/02/18 05:00",1083,2,"NB_MID",1,"North",97,0,NA,16455,72,88
"2337","17/02/18 05:00",1083,3,"NB_OS",1,"North",26,0,NA,17543,0,26
"2338","17/02/18 05:00",1083,4,"SB_OS",2,"South",28,0,NA,17560,36,24
"2339","17/02/18 05:00",1083,5,"SB_MID",2,"South",90,0,NA,17793,0,89
"2340","17/02/18 05:00",1083,6,"SB_NS",2,"South",94,0,NA,17651,53,87
"2341","17/02/18 06:00",1083,1,"NB_NS",1,"North",140,0,NA,16823,50,131
"2342","17/02/18 06:00",1083,2,"NB_MID",1,"North",125,0,NA,16600,32,121
"2343","17/02/18 06:00",1083,3,"NB_OS",1,"North",77,0,NA,17316,52,73
"2344","17/02/18 06:00",1083,4,"SB_OS",2,"South",58,0,NA,16791,52,53
"2345","17/02/18 06:00",1083,5,"SB_MID",2,"South",127,0,NA,16896,16,123
"2346","17/02/18 06:00",1083,6,"SB_NS",2,"South",144,0,NA,16402,62,135
"2347","17/02/18 07:00",1083,1,"NB_NS",1,"North",175,0,NA,16478,91,154
"2348","17/02/18 07:00",1083,2,"NB_MID",1,"North",212,0,NA,16021,24,206
"2349","17/02/18 07:00",1083,3,"NB_OS",1,"North",175,0,NA,17057,51,166
"2350","17/02/18 07:00",1083,4,"SB_OS",2,"South",104,0,NA,16963,29,99
"2351","17/02/18 07:00",1083,5,"SB_MID",2,"South",196,0,NA,16774,31,184
"2352","17/02/18 07:00",1083,6,"SB_NS",2,"South",228,0,NA,15977,75,207
"2353","17/02/18 08:00",1083,1,"NB_NS",1,"North",305,0,NA,14908,59,276
"2354","17/02/18 08:00",1083,2,"NB_MID",1,"North",443,0,NA,15036,45,412
"2355","17/02/18 08:00",1083,3,"NB_OS",1,"North",348,0,NA,15899,29,337
"2356","17/02/18 08:00",1083,4,"SB_OS",2,"South",190,0,NA,16712,11,181
"2357","17/02/18 08:00",1083,5,"SB_MID",2,"South",320,0,NA,16507,41,300
"2358","17/02/18 08:00",1083,6,"SB_NS",2,"South",379,0,NA,15822,42,352
"2359","17/02/18 09:00",1083,1,"NB_NS",1,"North",425,0,NA,14060,40,394
"2360","17/02/18 09:00",1083,2,"NB_MID",1,"North",499,0,NA,15104,36,476
"2361","17/02/18 09:00",1083,3,"NB_OS",1,"North",421,0,NA,15744,14,414
"2362","17/02/18 09:00",1083,4,"SB_OS",2,"South",299,0,NA,16301,7,288
"2363","17/02/18 09:00",1083,5,"SB_MID",2,"South",429,0,NA,16509,23,404
"2364","17/02/18 09:00",1083,6,"SB_NS",2,"South",550,0,NA,15636,31,515
"2365","17/02/18 10:00",1083,1,"NB_NS",1,"North",556,0,NA,13456,36,518
"2366","17/02/18 10:00",1083,2,"NB_MID",1,"North",581,0,NA,14572,24,563
"2367","17/02/18 10:00",1083,3,"NB_OS",1,"North",493,0,NA,15347,24,479
"2368","17/02/18 10:00",1083,4,"SB_OS",2,"South",401,0,NA,16437,12,386
"2369","17/02/18 10:00",1083,5,"SB_MID",2,"South",497,0,NA,15941,10,479
"2370","17/02/18 10:00",1083,6,"SB_NS",2,"South",615,0,NA,15394,34,579
"2371","17/02/18 11:00",1083,1,"NB_NS",1,"North",586,0,NA,13612,20,558
"2372","17/02/18 11:00",1083,2,"NB_MID",1,"North",653,0,NA,14309,17,632
"2373","17/02/18 11:00",1083,3,"NB_OS",1,"North",559,0,NA,15146,21,544
"2374","17/02/18 11:00",1083,4,"SB_OS",2,"South",468,0,NA,16211,6,455
"2375","17/02/18 11:00",1083,5,"SB_MID",2,"South",511,0,NA,15733,16,491
"2376","17/02/18 11:00",1083,6,"SB_NS",2,"South",711,0,NA,15391,13,692
"2377","17/02/18 12:00",1083,1,"NB_NS",1,"North",646,0,NA,13262,19,620
"2378","17/02/18 12:00",1083,2,"NB_MID",1,"North",670,0,NA,14044,15,655
"2379","17/02/18 12:00",1083,3,"NB_OS",1,"North",625,0,NA,14439,13,615
"2380","17/02/18 12:00",1083,4,"SB_OS",2,"South",511,0,NA,15902,10,493
"2381","17/02/18 12:00",1083,5,"SB_MID",2,"South",628,0,NA,15774,19,600
"2382","17/02/18 12:00",1083,6,"SB_NS",2,"South",770,0,NA,14929,16,738
"2383","17/02/18 13:00",1083,1,"NB_NS",1,"North",619,0,NA,13712,26,587
"2384","17/02/18 13:00",1083,2,"NB_MID",1,"North",733,0,NA,14191,14,719
"2385","17/02/18 13:00",1083,3,"NB_OS",1,"North",612,0,NA,15079,10,602
"2386","17/02/18 13:00",1083,4,"SB_OS",2,"South",565,0,NA,16135,7,543
"2387","17/02/18 13:00",1083,5,"SB_MID",2,"South",642,0,NA,15705,17,615
"2388","17/02/18 13:00",1083,6,"SB_NS",2,"South",761,0,NA,15010,21,727
"2389","17/02/18 14:00",1083,1,"NB_NS",1,"North",596,0,NA,13873,23,567
"2390","17/02/18 14:00",1083,2,"NB_MID",1,"North",666,0,NA,15085,20,645
"2391","17/02/18 14:00",1083,3,"NB_OS",1,"North",536,0,NA,15874,7,528
"2392","17/02/18 14:00",1083,4,"SB_OS",2,"South",513,0,NA,16262,12,498
"2393","17/02/18 14:00",1083,5,"SB_MID",2,"South",614,0,NA,15763,10,590
"2394","17/02/18 14:00",1083,6,"SB_NS",2,"South",757,0,NA,15008,15,724
"2395","17/02/18 15:00",1083,1,"NB_NS",1,"North",604,0,NA,14071,17,578
"2396","17/02/18 15:00",1083,2,"NB_MID",1,"North",648,0,NA,14914,20,633
"2397","17/02/18 15:00",1083,3,"NB_OS",1,"North",538,0,NA,15539,7,530
"2398","17/02/18 15:00",1083,4,"SB_OS",2,"South",501,0,NA,16419,6,481
"2399","17/02/18 15:00",1083,5,"SB_MID",2,"South",629,0,NA,15809,3,607
"2400","17/02/18 15:00",1083,6,"SB_NS",2,"South",696,0,NA,14757,10,679
"2401","17/02/18 16:00",1083,1,"NB_NS",1,"North",566,0,NA,14079,16,539
"2402","17/02/18 16:00",1083,2,"NB_MID",1,"North",566,0,NA,14806,14,549
"2403","17/02/18 16:00",1083,3,"NB_OS",1,"North",491,0,NA,15518,10,485
"2404","17/02/18 16:00",1083,4,"SB_OS",2,"South",568,0,NA,16275,2,550
"2405","17/02/18 16:00",1083,5,"SB_MID",2,"South",595,0,NA,15677,5,570
"2406","17/02/18 16:00",1083,6,"SB_NS",2,"South",704,0,NA,14660,10,679
"2407","17/02/18 17:00",1083,1,"NB_NS",1,"North",538,0,NA,13781,15,517
"2408","17/02/18 17:00",1083,2,"NB_MID",1,"North",570,0,NA,14673,14,553
"2409","17/02/18 17:00",1083,3,"NB_OS",1,"North",493,0,NA,15180,8,486
"2410","17/02/18 17:00",1083,4,"SB_OS",2,"South",501,0,NA,16358,6,483
"2411","17/02/18 17:00",1083,5,"SB_MID",2,"South",606,0,NA,15620,8,584
"2412","17/02/18 17:00",1083,6,"SB_NS",2,"South",669,0,NA,14767,7,654
"2413","17/02/18 18:00",1083,1,"NB_NS",1,"North",415,0,NA,14573,14,402
"2414","17/02/18 18:00",1083,2,"NB_MID",1,"North",514,0,NA,14977,2,506
"2415","17/02/18 18:00",1083,3,"NB_OS",1,"North",429,0,NA,15956,19,417
"2416","17/02/18 18:00",1083,4,"SB_OS",2,"South",342,0,NA,16802,0,332
"2417","17/02/18 18:00",1083,5,"SB_MID",2,"South",479,0,NA,16292,8,465
"2418","17/02/18 18:00",1083,6,"SB_NS",2,"South",483,0,NA,15074,17,465
"2419","17/02/18 19:00",1083,1,"NB_NS",1,"North",319,0,NA,14983,13,311
"2420","17/02/18 19:00",1083,2,"NB_MID",1,"North",415,0,NA,15375,12,405
"2421","17/02/18 19:00",1083,3,"NB_OS",1,"North",316,0,NA,16354,9,313
"2422","17/02/18 19:00",1083,4,"SB_OS",2,"South",267,0,NA,16963,4,255
"2423","17/02/18 19:00",1083,5,"SB_MID",2,"South",412,0,NA,16435,12,389
"2424","17/02/18 19:00",1083,6,"SB_NS",2,"South",398,0,NA,15270,3,389
"2425","17/02/18 20:00",1083,1,"NB_NS",1,"North",218,0,NA,15195,14,210
"2426","17/02/18 20:00",1083,2,"NB_MID",1,"North",351,0,NA,16170,14,342
"2427","17/02/18 20:00",1083,3,"NB_OS",1,"North",223,0,NA,16241,0,222
"2428","17/02/18 20:00",1083,4,"SB_OS",2,"South",189,0,NA,17116,11,182
"2429","17/02/18 20:00",1083,5,"SB_MID",2,"South",351,0,NA,16790,3,336
"2430","17/02/18 20:00",1083,6,"SB_NS",2,"South",332,0,NA,15943,3,324
"2431","17/02/18 21:00",1083,1,"NB_NS",1,"North",222,0,NA,15109,9,214
"2432","17/02/18 21:00",1083,2,"NB_MID",1,"North",259,0,NA,16318,12,256
"2433","17/02/18 21:00",1083,3,"NB_OS",1,"North",142,0,NA,17064,0,142
"2434","17/02/18 21:00",1083,4,"SB_OS",2,"South",158,0,NA,17249,6,151
"2435","17/02/18 21:00",1083,5,"SB_MID",2,"South",271,0,NA,16950,4,265
"2436","17/02/18 21:00",1083,6,"SB_NS",2,"South",285,0,NA,15760,7,274
"2437","17/02/18 22:00",1083,1,"NB_NS",1,"North",174,0,NA,15113,17,167
"2438","17/02/18 22:00",1083,2,"NB_MID",1,"North",249,0,NA,16188,16,243
"2439","17/02/18 22:00",1083,3,"NB_OS",1,"North",115,0,NA,16911,9,113
"2440","17/02/18 22:00",1083,4,"SB_OS",2,"South",106,0,NA,17078,0,104
"2441","17/02/18 22:00",1083,5,"SB_MID",2,"South",305,0,NA,16755,7,301
"2442","17/02/18 22:00",1083,6,"SB_NS",2,"South",283,0,NA,15456,11,274
"2443","17/02/18 23:00",1083,1,"NB_NS",1,"North",176,0,NA,15152,11,171
"2444","17/02/18 23:00",1083,2,"NB_MID",1,"North",218,0,NA,16236,5,216
"2445","17/02/18 23:00",1083,3,"NB_OS",1,"North",118,0,NA,17258,8,116
"2446","17/02/18 23:00",1083,4,"SB_OS",2,"South",116,0,NA,17292,9,109
"2447","17/02/18 23:00",1083,5,"SB_MID",2,"South",270,0,NA,16613,0,261
"2448","17/02/18 23:00",1083,6,"SB_NS",2,"South",285,0,NA,15389,21,273
"2449","18/02/18 00:00",1083,1,"NB_NS",1,"North",97,0,NA,15957,10,95
"2450","18/02/18 00:00",1083,2,"NB_MID",1,"North",186,0,NA,16162,5,183
"2451","18/02/18 00:00",1083,3,"NB_OS",1,"North",65,0,NA,17145,0,65
"2452","18/02/18 00:00",1083,4,"SB_OS",2,"South",90,0,NA,17673,11,83
"2453","18/02/18 00:00",1083,5,"SB_MID",2,"South",212,0,NA,17072,5,206
"2454","18/02/18 00:00",1083,6,"SB_NS",2,"South",182,0,NA,16625,11,178
"2455","18/02/18 01:00",1083,1,"NB_NS",1,"North",100,0,NA,15844,0,97
"2456","18/02/18 01:00",1083,2,"NB_MID",1,"North",182,0,NA,17018,5,180
"2457","18/02/18 01:00",1083,3,"NB_OS",1,"North",51,0,NA,17674,0,51
"2458","18/02/18 01:00",1083,4,"SB_OS",2,"South",54,0,NA,17819,0,52
"2459","18/02/18 01:00",1083,5,"SB_MID",2,"South",183,0,NA,17360,0,177
"2460","18/02/18 01:00",1083,6,"SB_NS",2,"South",170,0,NA,16726,6,165
"2461","18/02/18 02:00",1083,1,"NB_NS",1,"North",85,0,NA,15951,24,82
"2462","18/02/18 02:00",1083,2,"NB_MID",1,"North",164,0,NA,17000,6,160
"2463","18/02/18 02:00",1083,3,"NB_OS",1,"North",34,0,NA,17998,0,33
"2464","18/02/18 02:00",1083,4,"SB_OS",2,"South",39,0,NA,17507,0,37
"2465","18/02/18 02:00",1083,5,"SB_MID",2,"South",141,0,NA,17969,0,137
"2466","18/02/18 02:00",1083,6,"SB_NS",2,"South",125,0,NA,16576,24,120
"2467","18/02/18 03:00",1083,1,"NB_NS",1,"North",51,0,NA,15343,0,51
"2468","18/02/18 03:00",1083,2,"NB_MID",1,"North",132,0,NA,16970,0,131
"2469","18/02/18 03:00",1083,3,"NB_OS",1,"North",28,0,NA,17133,0,28
"2470","18/02/18 03:00",1083,4,"SB_OS",2,"South",20,0,NA,18792,0,20
"2471","18/02/18 03:00",1083,5,"SB_MID",2,"South",117,0,NA,17797,0,115
"2472","18/02/18 03:00",1083,6,"SB_NS",2,"South",81,0,NA,16890,0,80
"2473","18/02/18 04:00",1083,1,"NB_NS",1,"North",29,0,NA,15383,34,27
"2474","18/02/18 04:00",1083,2,"NB_MID",1,"North",110,0,NA,16611,9,108
"2475","18/02/18 04:00",1083,3,"NB_OS",1,"North",15,0,NA,18222,0,15
"2476","18/02/18 04:00",1083,4,"SB_OS",2,"South",15,0,NA,17000,0,14
"2477","18/02/18 04:00",1083,5,"SB_MID",2,"South",93,0,NA,17990,0,93
"2478","18/02/18 04:00",1083,6,"SB_NS",2,"South",61,0,NA,17254,33,59
"2479","18/02/18 05:00",1083,1,"NB_NS",1,"North",62,0,NA,16335,16,61
"2480","18/02/18 05:00",1083,2,"NB_MID",1,"North",74,0,NA,17147,41,69
"2481","18/02/18 05:00",1083,3,"NB_OS",1,"North",19,0,NA,17544,53,18
"2482","18/02/18 05:00",1083,4,"SB_OS",2,"South",22,0,NA,17083,0,21
"2483","18/02/18 05:00",1083,5,"SB_MID",2,"South",58,0,NA,17883,17,53
"2484","18/02/18 05:00",1083,6,"SB_NS",2,"South",68,0,NA,16895,44,64
